sentiment,Content
happiness,"spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah"
happiness,"Spending QT with the hubby"
happiness,"spending some quality time with my fender tele deluxe...true love"
enthusiasm,"Spending the first night in my new place!"
happiness,"spent a little too much $ at Wombat, but it's cool 'cuz it was time to take care of Tamara good.  YAY!"
relief,"Sportsmens Warehouse finally got field points in, i can now use all my arrows."
relief,"spray tan = fail on legs and feet. I've been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok"
happiness,"spring pictures today  going to schoooool"
happiness,"spring show was super fun!"
relief,"Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though"
happiness,"Star Trek in HD.... I'm impressed.... Beam me up Spotty!"
surprise,"Star Trek was actually really good"
happiness,"Star trek was good times."
happiness,"star trek was grtsat bggeting drunk now"
happiness,"Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon."
relief,"Star Trek.. Did not disappoint!  5 star!!"
happiness,"Star wars day! May the 4th be with you."
surprise,"Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!"
happiness,"Starbucks I'm lovin' it"
happiness,"staring at the sunshine through my office window!"
happiness,"started a great mother's day season!"
happiness,"started her new job today! aaand so stoked for may long..  and billy is awesome."
happiness,"Starting my internship today, pretty excited!"
happiness,"Starting my morning, with coffee and the Early Show with Harry.  Home improvement...my fav. subject...&quot;dezign&quot;."
happiness,"starting off my day with a little Northern Light"
happiness,"starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update"
happiness,"Staying home to work on a linoleum block carving for a project (due tomorrow). There will probably be pictures."
happiness,"stealth shopping - got wife b-day present while at mall together and she didn't notice - buy, hide it in car, back before she missed me"
happiness,"stellar! You 2 look great"
surprise,"still can't believe all of the gig posters in the Little Civic have been taken down!?"
happiness,"still haven't been to the infamous liverpool store  my manager helped set it up said it's awesome (y)"
happiness,"Still in bed enjoying the spring  sunshine streaming in the window, woke at 5am rigid, extreme pain and exhausted but i'm positive today"
enthusiasm,"Still looking  I filled out quite a few applications last week and once I get home I'll continue."
relief,"still playing wii fit LOL fun fun fun,, movies tonight ill upload photos i took today right now check next tweet"
relief,"Still soo tired..not ready to get up for the day...work again"
relief,"Still wide awake... fortunately I don't have to be up early."
happiness,"Still working in the database and trying to decide what I want to eat."
happiness,"still working on my mom's mothers day gift....shh, its a slideshow"
relief,"Stitches out. Very brave boy, no anesthetic, just cbeebies to dull the pain."
surprise,"stood for 4 hours in heels. all for looks and to b able to look over tall people."
enthusiasm,"Stood outsiden got the WORST butterflies everrrrr!"
enthusiasm,"stop talkin about food haha fill like sum nw  hha hows your day goin or starting"
happiness,"Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me"
surprise,"strangely enough, yes.  but then it works for me, may not for everyone."
happiness,"Strawberry margaritas + baked stuffed shrimp ="
relief,"STRESSED AS HELL (, but still surviving"
happiness,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work"
relief,"Studying like crazy in hopes of acing all of my exams!!!!!"
happiness,"Sturday night live"
happiness,"subway  im going to get subway....  love it! ate it often when i was in new zealand...."
happiness,"Succesfully following Tayla!!"
relief,"success!"
surprise,"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it"
happiness,"Such a beautiful day. I just wish I had the energy to enjoy it."
happiness,"Such a beautiful morning"
happiness,"such a fun night with Bekah just talkin and stuff. Wuv her"
relief,"Such a good little Saturday. Didn't include Bed Bath and Beyond, but Borders was on the list. Can't wait for tomorrow. Good day planned"
relief,"such a long day, heading to bed  . iloveyou &lt;3"
surprise,"such a nice day and i'm gonna be stuck inside all night"
happiness,"Such a nice day...and we're all working"
happiness,"such.a.tease."
surprise,"sucks that i don't have a drawing tablet!"
happiness,"SUFFICATION NO BREATHING. It's okay. There'll be more. You're invited to mine, but I can't promise fun times.  *Jinx"
surprise,"suh-weet! perfect timing."
happiness,"Sulumits Retsambew is thinking: A billion here, a billion there, pretty soon it adds up to real money."
relief,"Summer is finally here! Graduation in a week!"
surprise,"Sunburn is not as fun as I remember"
happiness,"Sunday and Mother's day!"
relief,"Sunday morning"
happiness,"Sunday morning and i realised im a film snob  as it said on MSN entertainment"
relief,"sunnn finnalllyyy!!  aint slept :| need some sleep"
enthusiasm,"super duber high! this klondike bar is thee business."
happiness,"super excited"
happiness,"SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO"
relief,"super frustrated, and taking it out on the one's I love!   I love you, Paul!"
happiness,"super green&quot"
happiness,"supernatural is back on tonight !!"
happiness,"supernatural tonight  yay"
happiness,"sure is"
surprise,"surprisingly had a wonderful day"
surprise,"surprisingly i am actually not super tired... would like to just lay in bed for a while though"
surprise,"surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies)"
enthusiasm,"Surveying my NEW LAWN from the upstairs window!"
enthusiasm,"Sushi joint was closed  but still had a nice lunch w/ Angel!"
happiness,"suuure"
happiness,"SWAY SWAY BABY zommgg love it  need more screamo tho boys"
happiness,"SWEEEEET - San Fran is awesome!!!!  Love it there"
surprise,"Sweeny Todd is deadset one of the best movies of all time"
enthusiasm,"sweet  i should have something new to show you by then, too"
happiness,"Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?"
surprise,"sweet situations."
happiness,"Sweet! Thanks!"
happiness,"swimming and tanning was heaven! i blasted music while tanning and was in my own world."
happiness,"Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!"
happiness,"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon"
happiness,"Symantec Ghost image corruption is making me cry"
happiness,"Ta very much!  Happy B-Day to G-son"
happiness,"Taco Bell With The Tramp!Yesssssir"
happiness,"tafe was actually quite good. for once"
happiness,"take me with you!!!  Have fun!"
surprise,"Take that back on the cast...one dropped last night!"
happiness,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!"
happiness,"taking mum to lunch for mothers day"
surprise,"talk to me isn't a good idea?  i'm going to buy a gift to my friend, so you have 20 mins..."
happiness,"Talking to my best mate and my boyfriend on msn"
surprise,"talking to sam on msn, twitter is so 5 minutes ago"
happiness,"Taping at Cox then picking up starbucks for the office bc I am so nice"
surprise,"Tasmania devils and the mad cold... Not a bad start."
enthusiasm,"tea numver 7  (i may start on the coffee in a minute but that has way too much caffene in :S)"
happiness,"teehee. it was a good show anyway"
happiness,"Teehee..I know it too!"
happiness,"tell brandon I said hi!!"
surprise,"Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer"
surprise,"Tell us your experience! I Loveeeee Youu!"
enthusiasm,"Tell your mom Happy mother's day ok be a good child and tell her !!!"
happiness,"Ten min. on what I'm doing to stimulate biz.  18% off sale, good customer service, awards, Breast cancer camp., koozies, product variety"
surprise,"ten update away from 2000 whooo hoooo budden!"
surprise,"Test discovery just missed being in Py3.1"
happiness,"TestFest was weer een groot succes"
happiness,"testing.... Hey! I gotta add you as someone to follow"
relief,"TextMate crashed for the first time in 3 months. Not too bad actually  #textmate"
happiness,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
surprise,"TGIF Resto here at home is dayuummm expensive!"
happiness,"TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside."
surprise,"Thabks! This made me feel very special!"
happiness,"thank for Thinking of us and caring"
relief,"Thank god camera fixed itself. I want a new ipod"
happiness,"Thank god for Starbucks"
relief,"thank god i havent quit my day job  ps. turning 27 tomorrow. i just round up to 30 now."
relief,"thank u soooooo much lil mama xoxo"
surprise,"thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I'll see u again at alpine! Thx for chattin w us 2!"
happiness,"Thank ye, Vaneta.  Much appreciated"
happiness,"thank you"
happiness,"thank you"
